model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
S1,S,32,4,32,18,0.500000,"[3,8,10,24,32,34,39,41,44,45,46,48,61,62,63,66,74,79]","[319,31,262,87]|[638,534,30,639]|[598,277,503,511]|[390,71,599,391]|[335,278,367,359]|[198,199,495,279]|[501,535,70,358]|[375,263,69,502]"
S2,S,32,4,32,18,0.500000,"[2,4,5,9,15,16,18,37,40,44,45,58,66,67,73,76,77,78]","[366,301,356,614]|[303,127,126,150]|[365,357,470,327]|[543,631,46,591]|[151,39,541,47]|[590,542,79,23]|[471,623,326,302]|[533,135,325,615]"
S3,S,32,4,32,18,0.500000,"[0,6,9,11,13,17,20,25,27,31,34,38,43,46,47,48,59,75]","[374,383,111,143]|[5,476,373,78]|[389,310,255,479]|[94,607,54,477]|[222,6,206,351]|[167,311,95,7]|[350,475,207,55]|[606,276,478,223]"
S4,S,32,4,32,18,0.500000,"[2,3,6,9,13,14,28,30,34,38,43,47,51,59,67,72,74,79]","[540,22,110,119]|[20,28,414,582]|[21,52,581,415]|[597,382,247,637]|[539,636,118,583]|[349,29,474,109]|[53,309,381,245]|[231,246,275,77]"
S5,S,32,4,32,18,0.500000,"[0,3,5,8,10,12,16,18,28,39,41,43,44,58,61,71,74,78]","[4,27,102,230]|[228,149,318,68]|[45,317,630,86]|[44,575,229,596]|[347,334,574,101]|[355,133,333,134]|[148,494,103,348]|[469,316,595,493]"
S6,S,32,4,32,18,0.500000,"[3,13,15,17,19,21,24,27,33,38,41,46,48,61,62,64,74,78]","[142,307,175,371]|[332,125,388,107]|[108,308,500,221]|[174,518,271,159]|[197,270,219,173]|[629,491,141,372]|[196,26,594,492]|[158,628,519,220]"
S7,S,32,4,32,18,0.500000,"[3,12,13,18,20,24,26,31,35,39,45,47,49,52,60,75,76,77]","[399,252,25,422]|[622,24,253,421]|[423,605,420,106]|[364,604,380,286]|[214,379,166,363]|[315,215,213,612]|[147,100,287,487]|[195,254,398,613]"
S8,S,32,4,32,18,0.500000,"[5,9,13,14,16,35,41,47,51,54,57,62,64,65,69,71,72,73]","[439,578,526,43]|[412,559,117,105]|[331,438,573,76]|[516,577,517,589]|[527,284,75,378]|[558,556,499,116]|[579,413,515,463]|[285,557,132,580]"
S9,S,32,4,32,18,0.500000,"[0,2,19,21,22,25,26,31,33,35,42,49,51,55,56,59,63,75]","[180,473,601,447]|[212,397,603,269]|[183,182,251,181]|[343,283,342,3]|[509,205,602,268]|[156,211,172,411]|[341,510,250,157]|[19,204,410,455]"
S10,S,32,4,32,18,0.500000,"[2,4,9,10,14,26,32,33,35,40,41,48,62,67,71,73,75,78]","[74,588,572,387]|[586,261,260,571]|[282,83,323,324]|[322,209,18,115]|[38,210,330,498]|[600,537,587,538]|[267,259,266,85]|[37,627,84,36]"
S11,S,32,4,32,18,0.500000,"[0,2,14,19,25,29,31,37,40,41,43,44,45,53,55,64,65,74]","[593,237,236,248]|[354,249,154,299]|[17,329,524,297]|[431,514,525,346]|[238,239,2,321]|[430,298,114,429]|[155,300,153,203]|[428,362,446,523]"
S12,S,32,4,32,18,0.500000,"[12,13,21,26,29,34,40,43,44,45,49,52,55,56,61,66,69,77]","[170,452,620,619]|[395,104,531,345]|[361,274,208,554]|[454,555,394,490]|[235,98,320,352]|[532,621,353,99]|[419,451,396,273]|[171,530,453,445]"
S13,S,32,4,32,18,0.500000,"[0,5,6,18,19,27,33,36,39,49,50,58,60,64,66,68,73,77]","[405,265,529,42]|[393,406,585,404]|[218,152,50,293]|[294,407,550,513]|[486,468,484,617]|[0,146,618,551]|[485,314,51,467]|[295,217,1,616]"
S14,S,32,4,32,18,0.500000,"[9,10,15,17,20,21,22,23,25,27,28,29,32,62,67,68,69,74]","[165,122,496,169]|[592,189,216,202]|[178,553,190,258]|[179,82,497,536]|[548,81,546,168]|[123,177,124,547]|[227,140,549,73]|[188,191,234,139]"
S15,S,32,5,32,18,0.481481,"[4,9,12,16,17,18,20,23,30,38,42,49,51,60,64,72,73,76]","[409,610,338,340]|[512,483,339,242]|[137,244,161,72]|[162,584,611,243]|[138,35,145,163]|[576,185,186,164]|[482,131,609,306]|[187,392,97,408]"
S16,S,32,5,32,18,0.481481,"[2,4,8,18,22,23,24,25,34,35,37,41,48,53,54,58,61,76]","[464,328,272,201]|[34,386,489,32]|[424,436,16,296]|[67,435,608,425]|[465,281,193,385]|[427,33,488,466]|[426,437,66,194]|[176,184,144,280]"
S17,S,32,5,32,18,0.481481,"[5,12,15,17,20,24,29,42,45,47,48,50,55,56,60,63,78,79]","[449,96,160,402]|[626,481,384,336]|[635,443,233,40]|[337,41,403,633]|[450,377,444,508]|[625,232,121,360]|[192,442,136,376]|[480,634,507,448]"
S18,S,32,5,32,18,0.481481,"[7,8,11,25,28,30,33,38,39,50,52,54,55,63,69,71,78,79]","[91,624,304,401]|[241,417,240,65]|[90,264,225,62]|[552,632,313,64]|[418,434,305,200]|[570,92,93,506]|[312,441,224,569]|[61,400,226,63]"
S19,S,32,5,23,14,0.500000,"[1,7,11,14,36,46,54,55,57,59,65,66,68,70]","[15,112,58,291]|[369,522,459,60]|[89,461,472,528]|[520,290,564,545]|[370,433,13,460]|[565,566,440,567]|[59,113,563,88]|[292,14,462,521]"
S20,S,32,17,17,17,0.000000,"[1,6,7,10,15,16,32,36,43,46,52,54,57,63,68,70,71]","[11,368,432,80]|[288,560,544,10]|[256,129,568,130]|[128,457,289,456]|[9,48,49,344]|[561,458,505,416]|[504,257,562,120]|[56,57,12,8]"
