model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
S1,S,32,4,32,18,0.500000,"[2,4,5,7,9,11,14,18,20,21,22,26,28,29,33,34,36,37]","[278,238,215,175]|[63,279,295,95]|[119,94,167,239]|[78,151,150,166]|[39,38,118,182]|[23,183,231,117]|[277,230,174,303]|[214,47,271,79]"
S2,S,32,4,32,18,0.500000,"[2,3,10,11,12,15,17,19,20,22,24,25,26,27,32,33,37,38]","[21,222,311,142]|[93,165,269,268]|[198,143,302,270]|[197,263,213,180]|[164,223,31,30]|[199,92,262,127]|[22,181,87,103]|[101,102,159,207]"
S3,S,32,4,32,18,0.500000,"[3,5,8,9,11,12,14,15,17,20,22,23,24,26,29,30,32,34]","[245,191,70,178]|[212,211,261,195]|[196,140,28,77]|[46,246,45,100]|[260,190,91,162]|[29,179,116,126]|[276,247,71,237]|[275,163,139,141]"
S4,S,32,4,32,18,0.500000,"[2,4,8,9,10,11,13,15,17,20,24,25,27,32,34,35,36,39]","[221,125,193,286]|[204,161,259,319]|[85,205,37,274]|[317,76,69,318]|[294,86,20,84]|[75,138,111,194]|[19,293,90,124]|[220,287,206,137]"
S5,S,32,4,32,18,0.500000,"[0,4,6,9,10,11,13,14,19,20,23,26,29,30,32,33,36,37]","[89,88,7,244]|[114,291,36,83]|[209,35,301,258]|[6,158,160,257]|[189,236,157,55]|[74,292,115,188]|[34,210,300,110]|[109,267,243,235]"
S6,S,32,5,32,18,0.481481,"[0,2,4,5,6,8,10,12,16,17,19,21,23,26,29,33,36,37]","[136,132,97,172]|[33,290,68,208]|[133,266,234,66]|[5,54,18,82]|[52,4,134,98]|[67,265,156,65]|[173,187,298,135]|[53,44,299,99]"
S7,S,32,5,32,18,0.481481,"[0,3,5,8,9,16,18,19,21,23,24,25,28,29,30,32,35,37]","[283,42,2,241]|[3,242,130,27]|[202,73,185,171]|[26,192,228,64]|[203,229,149,282]|[131,154,148,297]|[186,284,256,233]|[281,43,155,285]"
S8,S,32,5,32,18,0.481481,"[0,1,2,4,5,7,9,13,16,21,22,23,28,29,31,33,36,38]","[13,108,264,176]|[177,40,129,17]|[128,59,62,11]|[170,32,289,60]|[288,255,41,227]|[107,61,1,232]|[15,309,12,72]|[310,184,14,308]"
S9,S,32,7,24,16,0.529412,"[0,1,6,7,10,13,14,15,19,25,27,28,34,35,37,39]","[58,153,272,280]|[56,226,10,57]|[81,121,273,201]|[105,112,123,316]|[51,217,122,120]|[314,50,106,225]|[296,113,313,219]|[218,0,152,315]"
S10,S,32,16,16,16,0.000000,"[1,2,3,6,10,12,13,18,21,25,27,28,30,31,38,39]","[49,80,305,253]|[9,8,312,304]|[24,200,96,146]|[248,252,48,25]|[16,168,224,147]|[240,307,254,216]|[251,306,144,145]|[169,250,249,104]"
