model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
S1,S,32,4,32,18,0.500000,"[0,2,3,5,6,11,12,15,16,17,20,27,28,29,32,33,35,38]","[239,46,223,127]|[286,271,238,222]|[30,263,135,31]|[55,231,166,167]|[53,143,126,7]|[285,23,95,29]|[311,287,102,54]|[47,310,103,165]"
S2,S,32,4,32,18,0.500000,"[3,4,5,9,10,11,12,13,14,18,23,25,26,28,30,31,37,39]","[86,215,151,246]|[118,214,303,28]|[191,230,44,119]|[150,39,38,247]|[190,111,319,245]|[87,94,254,100]|[255,45,79,37]|[99,207,101,85]"
S3,S,32,4,32,18,0.500000,"[1,2,4,5,7,8,9,13,15,21,25,27,29,32,33,34,37,38]","[175,62,43,110]|[221,63,220,124]|[261,71,15,36]|[269,279,70,125]|[174,270,301,78]|[35,278,206,237]|[309,21,262,277]|[69,22,308,302]"
S4,S,32,4,32,18,0.500000,"[0,2,3,6,8,11,15,17,22,24,26,27,31,33,34,37,38,39]","[27,275,140,211]|[219,299,142,198]|[300,253,268,122]|[121,276,318,212]|[123,52,20,93]|[68,183,182,274]|[6,141,199,306]|[26,317,213,307]"
S5,S,32,5,32,18,0.481481,"[2,3,6,8,9,10,13,15,16,19,20,23,24,28,30,31,32,35]","[77,134,109,84]|[67,259,189,258]|[197,158,252,164]|[120,132,229,228]|[260,82,284,196]|[19,76,25,159]|[18,51,83,133]|[195,243,244,188]"
S6,S,32,5,32,18,0.481481,"[1,7,8,9,10,11,12,14,18,21,24,28,29,31,33,34,36,39]","[193,251,117,172]|[75,295,148,294]|[173,194,98,225]|[61,66,97,226]|[266,250,316,81]|[115,272,227,14]|[236,267,273,116]|[114,149,92,74]"
S7,S,32,6,32,19,0.500000,"[0,1,10,11,13,16,18,19,21,22,24,26,27,30,31,33,35,36,38]","[91,171,169,265]|[283,282,242,304]|[249,170,147,13]|[305,90,3,4]|[12,241,11,156]|[181,218,5,210]|[108,293,80,157]|[131,192,209,180]"
S8,S,32,7,32,20,0.520000,"[0,3,4,5,8,12,13,14,17,18,20,22,26,27,29,30,31,35,36,39]","[315,24,139,96]|[107,163,2,179]|[216,292,235,240]|[291,34,208,64]|[1,106,144,248]|[137,113,281,42]|[314,217,65,146]|[41,138,33,145]"
S9,S,32,9,27,18,0.500000,"[0,1,5,6,7,9,16,17,19,20,22,23,28,32,35,36,37,39]","[154,162,0,40]|[130,136,161,60]|[288,59,257,187]|[224,48,73,50]|[280,129,290,313]|[178,155,298,186]|[49,177,297,10]|[185,312,160,289]"
S10,S,32,18,18,18,0.000000,"[1,2,4,7,9,11,13,14,16,19,21,22,23,25,29,32,33,37]","[205,233,72,168]|[201,204,232,17]|[112,234,16,203]|[256,56,296,200]|[9,184,176,89]|[128,153,104,202]|[8,152,32,264]|[105,58,57,88]"
