model_id,model_type,num_hosts,t_min,t_max,t_used,frag_model,tors_used,pp_groups_hosts
S1,S,32,4,32,18,0.500000,"[22,30,32,34,35,36,39,42,46,47,48,51,56,57,58,59,60,71]","[389,391,183,575]|[295,573,478,318]|[487,279,319,390]|[471,455,462,486]|[375,262,477,415]|[342,383,374,574]|[479,247,343,263]|[287,261,463,461]"
S2,S,32,4,32,18,0.500000,"[1,3,5,7,10,18,22,23,29,34,42,45,49,51,53,55,62,74]","[63,429,341,366]|[446,239,447,151]|[30,190,503,399]|[431,597,414,31]|[398,182,598,599]|[15,86,367,191]|[62,87,278,502]|[47,238,85,430]"
S3,S,32,4,32,18,0.500000,"[9,14,17,23,27,31,33,34,38,41,42,46,53,54,60,63,64,77]","[142,310,334,78]|[518,622,254,255]|[485,623,276,189]|[511,335,311,484]|[438,373,428,621]|[79,519,118,439]|[223,119,253,340]|[143,277,222,271]"
S4,S,32,4,32,18,0.500000,"[1,3,13,15,17,20,30,33,37,39,41,43,49,53,54,58,59,69]","[558,469,470,301]|[27,167,111,396]|[110,165,28,427]|[166,141,397,437]|[29,246,435,476]|[302,350,333,436]|[303,270,316,14]|[317,127,559,351]"
S5,S,32,4,32,18,0.500000,"[2,9,10,12,14,15,21,25,26,35,36,42,44,54,56,66,73,76]","[294,339,22,535]|[533,77,173,174]|[76,286,434,454]|[205,116,206,534]|[590,591,207,215]|[285,117,103,359]|[126,589,175,125]|[293,84,23,615]"
S6,S,32,4,32,18,0.500000,"[1,3,4,9,10,12,16,30,39,41,50,54,58,59,62,73,76,78]","[614,406,135,75]|[38,74,631,630]|[83,36,315,332]|[11,25,433,12]|[245,475,244,467]|[501,37,134,13]|[405,102,407,26]|[39,404,588,468]"
S7,S,32,4,32,18,0.500000,"[4,11,15,19,20,21,27,33,37,49,51,57,62,63,68,70,74,79]","[124,564,459,413]|[638,639,551,567]|[550,269,221,395]|[300,219,509,35]|[157,95,595,412]|[158,566,172,220]|[510,171,164,159]|[500,460,596,565]"
S8,S,32,4,32,18,0.500000,"[0,3,4,5,9,14,16,18,22,23,24,32,34,42,61,65,66,70]","[493,73,196,115]|[46,532,197,149]|[198,24,150,494]|[338,5,133,7]|[527,275,260,495]|[148,195,4,188]|[34,33,563,274]|[199,181,6,259]"
S9,S,32,4,32,18,0.500000,"[0,2,5,6,24,33,43,46,52,53,60,66,67,69,70,73,74,77]","[531,45,562,422]|[543,426,267,192]|[3,194,594,542]|[21,349,587,483]|[561,557,268,619]|[371,372,530,193]|[618,55,44,586]|[20,620,529,423]"
S10,S,32,4,32,18,0.500000,"[2,6,8,12,16,17,28,31,35,41,52,55,56,61,63,67,72,77]","[100,508,581,252]|[69,251,445,580]|[617,70,421,491]|[71,420,229,53]|[231,583,19,331]|[492,230,507,582]|[101,541,99,284]|[132,54,453,140]"
S11,S,32,5,32,18,0.481481,"[2,6,9,13,17,20,31,33,34,38,39,45,53,63,65,69,74,77]","[314,17,526,424]|[249,616,593,365]|[505,72,364,308]|[425,306,525,52]|[307,363,162,524]|[309,555,305,139]|[556,163,109,506]|[18,250,266,273]"
S12,S,32,5,32,18,0.481481,"[2,12,20,21,29,36,37,42,46,54,55,57,59,61,64,68,73,79]","[337,432,636,98]|[370,444,161,369]|[291,458,443,290]|[160,517,548,169]|[298,585,549,490]|[474,516,235,16]|[442,292,637,441]|[299,170,237,236]"
S13,S,32,5,32,18,0.481481,"[5,8,15,19,21,29,31,34,35,42,43,51,59,65,66,73,74,75]","[592,234,584,347]|[473,42,604,155]|[523,68,272,528]|[156,411,605,41]|[282,233,281,606]|[168,43,345,123]|[336,283,248,122]|[348,346,67,607]"
S14,S,32,5,32,18,0.481481,"[0,4,11,16,30,32,37,39,43,46,47,48,52,55,61,63,65,67]","[379,297,380,313]|[344,242,94,504]|[419,92,489,32]|[382,440,540,417]|[381,312,93,522]|[241,296,418,521]|[539,243,258,131]|[368,388,2,257]"
S15,S,32,5,32,18,0.481481,"[5,6,10,12,17,22,27,33,41,47,57,61,65,70,71,75,78,79]","[629,378,635,571]|[330,50,377,40]|[560,82,96,97]|[138,51,601,634]|[488,81,628,179]|[457,603,602,216]|[520,329,570,180]|[218,265,572,217]"
S16,S,32,5,32,18,0.481481,"[7,8,11,14,22,32,35,38,45,47,50,52,56,59,64,67,75,79]","[513,449,451,65]|[633,58,66,416]|[113,450,64,59]|[403,452,90,514]|[114,61,376,538]|[178,362,632,515]|[60,600,256,91]|[361,304,280,472]"
S17,S,32,5,32,18,0.481481,"[1,6,7,11,17,18,22,28,29,30,36,41,51,57,60,69,71,76]","[137,409,8,57]|[9,136,612,228]|[552,145,569,89]|[232,88,48,613]|[482,240,553,456]|[147,146,554,177]|[176,56,410,10]|[49,289,227,328]"
S18,S,32,5,32,18,0.481481,"[0,10,14,18,19,26,36,44,45,48,50,51,58,67,71,72,76,78]","[568,466,537,625]|[357,626,211,401]|[358,579,212,402]|[356,578,80,387]|[611,288,610,144]|[213,360,154,0]|[624,465,627,112]|[408,1,214,210]"
S19,S,32,7,23,15,0.500000,"[13,15,19,23,28,48,49,50,56,58,60,64,68,72,76]","[547,384,226,152]|[545,184,186,576]|[386,546,464,394]|[106,577,609,393]|[400,153,107,185]|[187,481,385,105]|[121,108,104,448]|[512,480,608,225]"
S20,S,32,12,12,12,0.000000,"[15,16,25,26,28,33,40,44,49,62,67,68]","[323,353,129,224]|[324,544,201,497]|[327,499,352,202]|[204,320,326,200]|[128,203,354,355]|[209,264,321,120]|[322,536,208,325]|[392,496,130,498]"
